SampleSizeSetting,Design ,Factor type,Factor number,Coefficient,Coefficient Level,Runs,D Efficiency,G Efficiency,A Efficiency,Power
Recommended,BBD,Continuous,3,beta_0,1,15,36.64,47.76,29.36,0.291
Recommended,BBD,Continuous,3,beta_i,1,15,36.64,47.76,29.36,0.623
Recommended,BBD,Continuous,3,beta_i_beta_j,1,15,36.64,47.76,29.36,0.368
Recommended,BBD,Continuous,3,beta_i^2,1,15,36.64,47.76,29.36,0.345
Recommended,BBD,Continuous,3,beta_0,1.5,15,36.64,47.76,29.36,0.553
Recommended,BBD,Continuous,3,beta_i,1.5,15,36.64,47.76,29.36,0.919
Recommended,BBD,Continuous,3,beta_i_beta_j,1.5,15,36.64,47.76,29.36,0.672
Recommended,BBD,Continuous,3,beta_i^2,1.5,15,36.64,47.76,29.36,0.639
Recommended,BBD,Continuous,3,beta_0,2,15,36.64,47.76,29.36,0.789
Recommended,BBD,Continuous,3,beta_i,2,15,36.64,47.76,29.36,0.993
Recommended,BBD,Continuous,3,beta_i_beta_j,2,15,36.64,47.76,29.36,0.887
Recommended,BBD,Continuous,3,beta_i^2,2,15,36.64,47.76,29.36,0.863
Recommended,BBD,Continuous,4,beta_0,0,27,25.21,23.81,19.05,0.05
Recommended,BBD,Continuous,4,beta_i,0,27,25.21,23.81,19.05,0.05
Recommended,BBD,Continuous,4,beta_i_beta_j,0,27,25.21,23.81,19.05,0.05
Recommended,BBD,Continuous,4,beta_i^2,0,27,25.21,23.81,19.05,0.05
Recommended,BBD,Continuous,4,beta_0,0.5,27,25.21,23.81,19.05,0.126
Recommended,BBD,Continuous,4,beta_i,0.5,27,25.21,23.81,19.05,0.357
Recommended,BBD,Continuous,4,beta_i_beta_j,0.5,27,25.21,23.81,19.05,0.152
Recommended,BBD,Continuous,4,beta_i^2,0.5,27,25.21,23.81,19.05,0.186
Recommended,BBD,Continuous,4,beta_0,1,27,25.21,23.81,19.05,0.357
Recommended,BBD,Continuous,4,beta_i,1,27,25.21,23.81,19.05,0.888
Recommended,BBD,Continuous,4,beta_i_beta_j,1,27,25.21,23.81,19.05,0.452
Recommended,BBD,Continuous,4,beta_i^2,1,27,25.21,23.81,19.05,0.565
Recommended,BBD,Continuous,4,beta_0,1.5,27,25.21,23.81,19.05,0.665
Recommended,BBD,Continuous,4,beta_i,1.5,27,25.21,23.81,19.05,0.997
Recommended,BBD,Continuous,4,beta_i_beta_j,1.5,27,25.21,23.81,19.05,0.788
Recommended,BBD,Continuous,4,beta_i^2,1.5,27,25.21,23.81,19.05,0.888
Recommended,BBD,Continuous,4,beta_0,2,27,25.21,23.81,19.05,0.888
Recommended,BBD,Continuous,4,beta_i,2,27,25.21,23.81,19.05,1
Recommended,BBD,Continuous,4,beta_i_beta_j,2,27,25.21,23.81,19.05,0.956
Recommended,BBD,Continuous,4,beta_i^2,2,27,25.21,23.81,19.05,0.988
Recommended,BBD,Continuous,5,beta_0,0,46,16.78,13.65,12.85,0.05
Recommended,BBD,Continuous,5,beta_i,0,46,16.78,13.65,12.85,0.05
Recommended,BBD,Continuous,5,beta_i_beta_j,0,46,16.78,13.65,12.85,0.05
Recommended,BBD,Continuous,5,beta_i^2,0,46,16.78,13.65,12.85,0.05
Recommended,BBD,Continuous,5,beta_0,0.5,46,16.78,13.65,12.85,0.218
Recommended,BBD,Continuous,5,beta_i,0.5,46,16.78,13.65,12.85,0.485
Recommended,BBD,Continuous,5,beta_i_beta_j,0.5,46,16.78,13.65,12.85,0.161
Recommended,BBD,Continuous,5,beta_i^2,0.5,46,16.78,13.65,12.85,0.295
Recommended,BBD,Continuous,5,beta_0,1,46,16.78,13.65,12.85,0.653
Recommended,BBD,Continuous,5,beta_i,1,46,16.78,13.65,12.85,0.97
Recommended,BBD,Continuous,5,beta_i_beta_j,1,46,16.78,13.65,12.85,0.485
Recommended,BBD,Continuous,5,beta_i^2,1,46,16.78,13.65,12.85,0.81
Recommended,BBD,Continuous,5,beta_0,1.5,46,16.78,13.65,12.85,0.942
Recommended,BBD,Continuous,5,beta_i,1.5,46,16.78,13.65,12.85,1
Recommended,BBD,Continuous,5,beta_i_beta_j,1.5,46,16.78,13.65,12.85,0.822
Recommended,BBD,Continuous,5,beta_i^2,1.5,46,16.78,13.65,12.85,0.989
Recommended,BBD,Continuous,5,beta_0,2,46,16.78,13.65,12.85,0.997
Recommended,BBD,Continuous,5,beta_i,2,46,16.78,13.65,12.85,1
Recommended,BBD,Continuous,5,beta_i_beta_j,2,46,16.78,13.65,12.85,0.97
Recommended,BBD,Continuous,5,beta_i^2,2,46,16.78,13.65,12.85,1
Equal,D Optimal,Continuous,2,beta_0,0,20,47.18,85.64,27.64,0.05
Equal,D Optimal,Continuous,2,beta_i,0,20,47.18,85.64,27.64,0.05
Equal,D Optimal,Continuous,2,beta_i_beta_j,0,20,47.18,85.64,27.64,0.05
Equal,D Optimal,Continuous,2,beta_i^2,0,20,47.18,85.64,27.64,0.05
Equal,D Optimal,Continuous,2,beta_0,0.5,20,47.18,85.64,27.64,0.136
Equal,D Optimal,Continuous,2,beta_i,0.5,20,47.18,85.64,27.64,0.432
Equal,D Optimal,Continuous,2,beta_i_beta_j,0.5,20,47.18,85.64,27.64,0.365
Equal,D Optimal,Continuous,2,beta_i^2,0.5,20,47.18,85.64,27.64,0.142
Equal,D Optimal,Continuous,2,beta_0,1,20,47.18,85.64,27.64,0.395
Equal,D Optimal,Continuous,2,beta_i,1,20,47.18,85.64,27.64,0.946
Equal,D Optimal,Continuous,2,beta_i_beta_j,1,20,47.18,85.64,27.64,0.896
Equal,D Optimal,Continuous,2,beta_i^2,1,20,47.18,85.64,27.64,0.418
Equal,D Optimal,Continuous,2,beta_0,1.5,20,47.18,85.64,27.64,0.718
Equal,D Optimal,Continuous,2,beta_i,1.5,20,47.18,85.64,27.64,1
Equal,D Optimal,Continuous,2,beta_i_beta_j,1.5,20,47.18,85.64,27.64,0.998
Equal,D Optimal,Continuous,2,beta_i^2,1.5,20,47.18,85.64,27.64,0.747
Equal,D Optimal,Continuous,2,beta_0,2,20,47.18,85.64,27.64,0.922
Equal,D Optimal,Continuous,2,beta_i,2,20,47.18,85.64,27.64,1
Equal,D Optimal,Continuous,2,beta_i_beta_j,2,20,47.18,85.64,27.64,1
Equal,D Optimal,Continuous,2,beta_i^2,2,20,47.18,85.64,27.64,0.938
Equal,D Optimal,Continuous,3,beta_0,0,32,40.53,62.83,32.93,0.05
Equal,D Optimal,Continuous,3,beta_i,0,32,40.53,62.83,32.93,0.05
Equal,D Optimal,Continuous,3,beta_i_beta_j,0,32,40.53,62.83,32.93,0.05
Equal,D Optimal,Continuous,3,beta_i^2,0,32,40.53,62.83,32.93,0.05
Equal,D Optimal,Continuous,3,beta_0,0.5,32,40.53,62.83,32.93,0.296
Equal,D Optimal,Continuous,3,beta_i,0.5,32,40.53,62.83,32.93,0.527
Equal,D Optimal,Continuous,3,beta_i_beta_j,0.5,32,40.53,62.83,32.93,0.381
Equal,D Optimal,Continuous,3,beta_i^2,0.5,32,40.53,62.83,32.93,0.249
Equal,D Optimal,Continuous,3,beta_0,1,32,40.53,62.83,32.93,0.812
Equal,D Optimal,Continuous,3,beta_i,1,32,40.53,62.83,32.93,0.982
Equal,D Optimal,Continuous,3,beta_i_beta_j,1,32,40.53,62.83,32.93,0.911
Equal,D Optimal,Continuous,3,beta_i^2,1,32,40.53,62.83,32.93,0.725
Equal,D Optimal,Continuous,3,beta_0,1.5,32,40.53,62.83,32.93,0.989
Equal,D Optimal,Continuous,3,beta_i,1.5,32,40.53,62.83,32.93,1
Equal,D Optimal,Continuous,3,beta_i_beta_j,1.5,32,40.53,62.83,32.93,0.999
Equal,D Optimal,Continuous,3,beta_i^2,1.5,32,40.53,62.83,32.93,0.969
Equal,D Optimal,Continuous,3,beta_0,2,32,40.53,62.83,32.93,1
Equal,D Optimal,Continuous,3,beta_i,2,32,40.53,62.83,32.93,1
Equal,D Optimal,Continuous,3,beta_i_beta_j,2,32,40.53,62.83,32.93,1
Equal,D Optimal,Continuous,3,beta_i^2,2,32,40.53,62.83,32.93,1
Equal,D Optimal,Continuous,4,beta_0,0,56,48.63,87.26,26.87,0.05
Equal,D Optimal,Continuous,4,beta_i,0,56,48.63,87.26,26.87,0.05
Equal,D Optimal,Continuous,4,beta_i_beta_j,0,56,48.63,87.26,26.87,0.05
Equal,D Optimal,Continuous,4,beta_i^2,0,56,48.63,87.26,26.87,0.05
Equal,D Optimal,Continuous,4,beta_0,0.5,56,48.63,87.26,26.87,0.166
Equal,D Optimal,Continuous,4,beta_i,0.5,56,48.63,87.26,26.87,0.908
Equal,D Optimal,Continuous,4,beta_i_beta_j,0.5,56,48.63,87.26,26.87,0.852
Equal,D Optimal,Continuous,4,beta_i^2,0.5,56,48.63,87.26,26.87,0.275
Equal,D Optimal,Continuous,4,beta_0,1,56,48.63,87.26,26.87,0.501
Equal,D Optimal,Continuous,4,beta_i,1,56,48.63,87.26,26.87,1
Equal,D Optimal,Continuous,4,beta_i_beta_j,1,56,48.63,87.26,26.87,1
Equal,D Optimal,Continuous,4,beta_i^2,1,56,48.63,87.26,26.87,0.777
Equal,D Optimal,Continuous,4,beta_0,1.5,56,48.63,87.26,26.87,0.837
Equal,D Optimal,Continuous,4,beta_i,1.5,56,48.63,87.26,26.87,1
Equal,D Optimal,Continuous,4,beta_i_beta_j,1.5,56,48.63,87.26,26.87,1
Equal,D Optimal,Continuous,4,beta_i^2,1.5,56,48.63,87.26,26.87,0.983
Equal,D Optimal,Continuous,4,beta_0,2,56,48.63,87.26,26.87,0.975
Equal,D Optimal,Continuous,4,beta_i,2,56,48.63,87.26,26.87,1
Equal,D Optimal,Continuous,4,beta_i_beta_j,2,56,48.63,87.26,26.87,1
Equal,D Optimal,Continuous,4,beta_i^2,2,56,48.63,87.26,26.87,1
Equal,D Optimal,Continuous,5,beta_0,0,84,50.49,86.75,25.9,0.05
Equal,D Optimal,Continuous,5,beta_i,0,84,50.49,86.75,25.9,0.05
Equal,D Optimal,Continuous,5,beta_i_beta_j,0,84,50.49,86.75,25.9,0.05
Equal,D Optimal,Continuous,5,beta_i^2,0,84,50.49,86.75,25.9,0.05
Equal,D Optimal,Continuous,5,beta_0,0.5,84,50.49,86.75,25.9,0.165
Equal,D Optimal,Continuous,5,beta_i,0.5,84,50.49,86.75,25.9,0.985
Equal,D Optimal,Continuous,5,beta_i_beta_j,0.5,84,50.49,86.75,25.9,0.97
Equal,D Optimal,Continuous,5,beta_i^2,0.5,84,50.49,86.75,25.9,0.362
Equal,D Optimal,Continuous,5,beta_0,1,84,50.49,86.75,25.9,0.501
Equal,D Optimal,Continuous,5,beta_i,1,84,50.49,86.75,25.9,1
Equal,D Optimal,Continuous,5,beta_i_beta_j,1,84,50.49,86.75,25.9,1
Equal,D Optimal,Continuous,5,beta_i^2,1,84,50.49,86.75,25.9,0.895
Equal,D Optimal,Continuous,5,beta_0,1.5,84,50.49,86.75,25.9,0.837
Equal,D Optimal,Continuous,5,beta_i,1.5,84,50.49,86.75,25.9,1
Equal,D Optimal,Continuous,5,beta_i_beta_j,1.5,84,50.49,86.75,25.9,1
Equal,D Optimal,Continuous,5,beta_i^2,1.5,84,50.49,86.75,25.9,0.998
Equal,D Optimal,Continuous,5,beta_0,2,84,50.49,86.75,25.9,0.975
Equal,D Optimal,Continuous,5,beta_i,2,84,50.49,86.75,25.9,1
Equal,D Optimal,Continuous,5,beta_i_beta_j,2,84,50.49,86.75,25.9,1
Equal,D Optimal,Continuous,5,beta_i^2,2,84,50.49,86.75,25.9,1
Equal,I Optimal,Continuous,2,beta_0,0,20,43.8,71.83,32.99,0.05
Equal,I Optimal,Continuous,2,beta_i,0,20,43.8,71.83,32.99,0.05
Equal,I Optimal,Continuous,2,beta_i_beta_j,0,20,43.8,71.83,32.99,0.05
Equal,I Optimal,Continuous,2,beta_i^2,0,20,43.8,71.83,32.99,0.05
Equal,I Optimal,Continuous,2,beta_0,0.5,20,43.8,71.83,32.99,0.218
Equal,I Optimal,Continuous,2,beta_i,0.5,20,43.8,71.83,32.99,0.335
Equal,I Optimal,Continuous,2,beta_i_beta_j,0.5,20,43.8,71.83,32.99,0.261
Equal,I Optimal,Continuous,2,beta_i^2,0.5,20,43.8,71.83,32.99,0.167
Equal,I Optimal,Continuous,2,beta_0,1,20,43.8,71.83,32.99,0.652
Equal,I Optimal,Continuous,2,beta_i,1,20,43.8,71.83,32.99,0.864
Equal,I Optimal,Continuous,2,beta_i_beta_j,1,20,43.8,71.83,32.99,0.749
Equal,I Optimal,Continuous,2,beta_i^2,1,20,43.8,71.83,32.99,0.505
Equal,I Optimal,Continuous,2,beta_0,1.5,20,43.8,71.83,32.99,0.941
Equal,I Optimal,Continuous,2,beta_i,1.5,20,43.8,71.83,32.99,0.996
Equal,I Optimal,Continuous,2,beta_i_beta_j,1.5,20,43.8,71.83,32.99,0.976
Equal,I Optimal,Continuous,2,beta_i^2,1.5,20,43.8,71.83,32.99,0.84
Equal,I Optimal,Continuous,2,beta_0,2,20,43.8,71.83,32.99,0.997
Equal,I Optimal,Continuous,2,beta_i,2,20,43.8,71.83,32.99,1
Equal,I Optimal,Continuous,2,beta_i_beta_j,2,20,43.8,71.83,32.99,0.999
Equal,I Optimal,Continuous,2,beta_i^2,2,20,43.8,71.83,32.99,0.976
Equal,I Optimal,Continuous,3,beta_0,0,32,40.54,62.84,32.93,0.05
Equal,I Optimal,Continuous,3,beta_i,0,32,40.54,62.84,32.93,0.05
Equal,I Optimal,Continuous,3,beta_i_beta_j,0,32,40.54,62.84,32.93,0.05
Equal,I Optimal,Continuous,3,beta_i^2,0,32,40.54,62.84,32.93,0.05
Equal,I Optimal,Continuous,3,beta_0,0.5,32,40.54,62.84,32.93,0.296
Equal,I Optimal,Continuous,3,beta_i,0.5,32,40.54,62.84,32.93,0.527
Equal,I Optimal,Continuous,3,beta_i_beta_j,0.5,32,40.54,62.84,32.93,0.381
Equal,I Optimal,Continuous,3,beta_i^2,0.5,32,40.54,62.84,32.93,0.249
Equal,I Optimal,Continuous,3,beta_0,1,32,40.54,62.84,32.93,0.812
Equal,I Optimal,Continuous,3,beta_i,1,32,40.54,62.84,32.93,0.982
Equal,I Optimal,Continuous,3,beta_i_beta_j,1,32,40.54,62.84,32.93,0.911
Equal,I Optimal,Continuous,3,beta_i^2,1,32,40.54,62.84,32.93,0.725
Equal,I Optimal,Continuous,3,beta_0,1.5,32,40.54,62.84,32.93,0.989
Equal,I Optimal,Continuous,3,beta_i,1.5,32,40.54,62.84,32.93,1
Equal,I Optimal,Continuous,3,beta_i_beta_j,1.5,32,40.54,62.84,32.93,0.999
Equal,I Optimal,Continuous,3,beta_i^2,1.5,32,40.54,62.84,32.93,0.969
Equal,I Optimal,Continuous,3,beta_0,2,32,40.54,62.84,32.93,1
Equal,I Optimal,Continuous,3,beta_i,2,32,40.54,62.84,32.93,1
Equal,I Optimal,Continuous,3,beta_i_beta_j,2,32,40.54,62.84,32.93,0.999
Equal,I Optimal,Continuous,3,beta_i^2,2,32,40.54,62.84,32.93,1
Equal,I Optimal,Continuous,4,beta_0,0,56,42.12,64.05,33.61,0.05
Equal,I Optimal,Continuous,4,beta_i,0,56,42.12,64.05,33.61,0.05
Equal,I Optimal,Continuous,4,beta_i_beta_j,0,56,42.12,64.05,33.61,0.05
Equal,I Optimal,Continuous,4,beta_i^2,0,56,42.12,64.05,33.61,0.05
Equal,I Optimal,Continuous,4,beta_0,0.5,56,42.12,64.05,33.61,0.408
Equal,I Optimal,Continuous,4,beta_i,0.5,56,42.12,64.05,33.61,0.811
Equal,I Optimal,Continuous,4,beta_i_beta_j,0.5,56,42.12,64.05,33.61,0.7
Equal,I Optimal,Continuous,4,beta_i^2,0.5,56,42.12,64.05,33.61,0.379
Equal,I Optimal,Continuous,4,beta_0,1,56,42.12,64.05,33.61,0.932
Equal,I Optimal,Continuous,4,beta_i,1,56,42.12,64.05,33.61,1
Equal,I Optimal,Continuous,4,beta_i_beta_j,1,56,42.12,64.05,33.61,0.999
Equal,I Optimal,Continuous,4,beta_i^2,1,56,42.12,64.05,33.61,0.91
Equal,I Optimal,Continuous,4,beta_0,1.5,56,42.12,64.05,33.61,0.999
Equal,I Optimal,Continuous,4,beta_i,1.5,56,42.12,64.05,33.61,1
Equal,I Optimal,Continuous,4,beta_i_beta_j,1.5,56,42.12,64.05,33.61,1
Equal,I Optimal,Continuous,4,beta_i^2,1.5,56,42.12,64.05,33.61,0.999
Equal,I Optimal,Continuous,4,beta_0,2,56,42.12,64.05,33.61,1
Equal,I Optimal,Continuous,4,beta_i,2,56,42.12,64.05,33.61,1
Equal,I Optimal,Continuous,4,beta_i_beta_j,2,56,42.12,64.05,33.61,1
Equal,I Optimal,Continuous,4,beta_i^2,2,56,42.12,64.05,33.61,1
Equal,I Optimal,Continuous,5,beta_0,0,84,43.29,61.71,34.75,0.05
Equal,I Optimal,Continuous,5,beta_i,0,84,43.29,61.71,34.75,0.05
Equal,I Optimal,Continuous,5,beta_i_beta_j,0,84,43.29,61.71,34.75,0.05
Equal,I Optimal,Continuous,5,beta_i^2,0,84,43.29,61.71,34.75,0.05
Equal,I Optimal,Continuous,5,beta_0,0.5,84,43.29,61.71,34.75,0.5
Equal,I Optimal,Continuous,5,beta_i,0.5,84,43.29,61.71,34.75,0.951
Equal,I Optimal,Continuous,5,beta_i_beta_j,0.5,84,43.29,61.71,34.75,0.874
Equal,I Optimal,Continuous,5,beta_i^2,0.5,84,43.29,61.71,34.75,0.506
Equal,I Optimal,Continuous,5,beta_0,1,84,43.29,61.71,34.75,0.975
Equal,I Optimal,Continuous,5,beta_i,1,84,43.29,61.71,34.75,1
Equal,I Optimal,Continuous,5,beta_i_beta_j,1,84,43.29,61.71,34.75,1
Equal,I Optimal,Continuous,5,beta_i^2,1,84,43.29,61.71,34.75,0.977
Equal,I Optimal,Continuous,5,beta_0,1.5,84,43.29,61.71,34.75,1
Equal,I Optimal,Continuous,5,beta_i,1.5,84,43.29,61.71,34.75,1
Equal,I Optimal,Continuous,5,beta_i_beta_j,1.5,84,43.29,61.71,34.75,1
Equal,I Optimal,Continuous,5,beta_i^2,1.5,84,43.29,61.71,34.75,1
Equal,I Optimal,Continuous,5,beta_0,2,84,43.29,61.71,34.75,1
Equal,I Optimal,Continuous,5,beta_i,2,84,43.29,61.71,34.75,1
Equal,I Optimal,Continuous,5,beta_i_beta_j,2,84,43.29,61.71,34.75,1
Equal,I Optimal,Continuous,5,beta_i^2,2,84,43.29,61.71,34.75,1
Equal,A Optimal,Continuous,2,beta_0,0,20,44.78,75.22,33.37,0.05
Equal,A Optimal,Continuous,2,beta_i,0,20,44.78,75.22,33.37,0.05
Equal,A Optimal,Continuous,2,beta_i_beta_j,0,20,44.78,75.22,33.37,0.05
Equal,A Optimal,Continuous,2,beta_i^2,0,20,44.78,75.22,33.37,0.05
Equal,A Optimal,Continuous,2,beta_0,0.5,20,44.78,75.22,33.37,0.197
Equal,A Optimal,Continuous,2,beta_i,0.5,20,44.78,75.22,33.37,0.365
Equal,A Optimal,Continuous,2,beta_i_beta_j,0.5,20,44.78,75.22,33.37,0.261
Equal,A Optimal,Continuous,2,beta_i^2,0.5,20,44.78,75.22,33.37,0.172
Equal,A Optimal,Continuous,2,beta_0,1,20,44.78,75.22,33.37,0.596
Equal,A Optimal,Continuous,2,beta_i,1,20,44.78,75.22,33.37,0.896
Equal,A Optimal,Continuous,2,beta_i_beta_j,1,20,44.78,75.22,33.37,0.749
Equal,A Optimal,Continuous,2,beta_i^2,1,20,44.78,75.22,33.37,0.52
Equal,A Optimal,Continuous,2,beta_0,1.5,20,44.78,75.22,33.37,0.909
Equal,A Optimal,Continuous,2,beta_i,1.5,20,44.78,75.22,33.37,0.998
Equal,A Optimal,Continuous,2,beta_i_beta_j,1.5,20,44.78,75.22,33.37,0.976
Equal,A Optimal,Continuous,2,beta_i^2,1.5,20,44.78,75.22,33.37,0.854
Equal,A Optimal,Continuous,2,beta_0,2,20,44.78,75.22,33.37,0.992
Equal,A Optimal,Continuous,2,beta_i,2,20,44.78,75.22,33.37,1
Equal,A Optimal,Continuous,2,beta_i_beta_j,2,20,44.78,75.22,33.37,0.999
Equal,A Optimal,Continuous,2,beta_i^2,2,20,44.78,75.22,33.37,0.98
Equal,A Optimal,Continuous,3,beta_0,0,32,41.73,62.93,33,0.05
Equal,A Optimal,Continuous,3,beta_i,0,32,41.73,62.93,33,0.05
Equal,A Optimal,Continuous,3,beta_i_beta_j,0,32,41.73,62.93,33,0.05
Equal,A Optimal,Continuous,3,beta_i^2,0,32,41.73,62.93,33,0.05
Equal,A Optimal,Continuous,3,beta_0,0.5,32,41.73,62.93,33,0.27
Equal,A Optimal,Continuous,3,beta_i,0.5,32,41.73,62.93,33,0.543
Equal,A Optimal,Continuous,3,beta_i_beta_j,0.5,32,41.73,62.93,33,0.4
Equal,A Optimal,Continuous,3,beta_i^2,0.5,32,41.73,62.93,33,0.246
Equal,A Optimal,Continuous,3,beta_0,1,32,41.73,62.93,33,0.767
Equal,A Optimal,Continuous,3,beta_i,1,32,41.73,62.93,33,0.985
Equal,A Optimal,Continuous,3,beta_i_beta_j,1,32,41.73,62.93,33,0.926
Equal,A Optimal,Continuous,3,beta_i^2,1,32,41.73,62.93,33,0.72
Equal,A Optimal,Continuous,3,beta_0,1.5,32,41.73,62.93,33,0.981
Equal,A Optimal,Continuous,3,beta_i,1.5,32,41.73,62.93,33,1
Equal,A Optimal,Continuous,3,beta_i_beta_j,1.5,32,41.73,62.93,33,0.999
Equal,A Optimal,Continuous,3,beta_i^2,1.5,32,41.73,62.93,33,0.968
Equal,A Optimal,Continuous,3,beta_0,2,32,41.73,62.93,33,1
Equal,A Optimal,Continuous,3,beta_i,2,32,41.73,62.93,33,1
Equal,A Optimal,Continuous,3,beta_i_beta_j,2,32,41.73,62.93,33,1
Equal,A Optimal,Continuous,3,beta_i^2,2,32,41.73,62.93,33,0.999
Equal,A Optimal,Continuous,4,beta_0,0,56,43.31,63.17,33.99,0.05
Equal,A Optimal,Continuous,4,beta_i,0,56,43.31,63.17,33.99,0.05
Equal,A Optimal,Continuous,4,beta_i_beta_j,0,56,43.31,63.17,33.99,0.05
Equal,A Optimal,Continuous,4,beta_i^2,0,56,43.31,63.17,33.99,0.05
Equal,A Optimal,Continuous,4,beta_0,0.5,56,43.31,63.17,33.99,0.353
Equal,A Optimal,Continuous,4,beta_i,0.5,56,43.31,63.17,33.99,0.829
Equal,A Optimal,Continuous,4,beta_i_beta_j,0.5,56,43.31,63.17,33.99,0.7
Equal,A Optimal,Continuous,4,beta_i^2,0.5,56,43.31,63.17,33.99,0.378
Equal,A Optimal,Continuous,4,beta_0,1,56,43.31,63.17,33.99,0.889
Equal,A Optimal,Continuous,4,beta_i,1,56,43.31,63.17,33.99,1
Equal,A Optimal,Continuous,4,beta_i_beta_j,1,56,43.31,63.17,33.99,0.999
Equal,A Optimal,Continuous,4,beta_i^2,1,56,43.31,63.17,33.99,0.909
Equal,A Optimal,Continuous,4,beta_0,1.5,56,43.31,63.17,33.99,0.997
Equal,A Optimal,Continuous,4,beta_i,1.5,56,43.31,63.17,33.99,1
Equal,A Optimal,Continuous,4,beta_i_beta_j,1.5,56,43.31,63.17,33.99,1
Equal,A Optimal,Continuous,4,beta_i^2,1.5,56,43.31,63.17,33.99,0.999
Equal,A Optimal,Continuous,4,beta_0,2,56,43.31,63.17,33.99,1
Equal,A Optimal,Continuous,4,beta_i,2,56,43.31,63.17,33.99,1
Equal,A Optimal,Continuous,4,beta_i_beta_j,2,56,43.31,63.17,33.99,1
Equal,A Optimal,Continuous,4,beta_i^2,2,56,43.31,63.17,33.99,1
Equal,A Optimal,Continuous,5,beta_0,0,84,44.29,64.46,35.05,0.05
Equal,A Optimal,Continuous,5,beta_i,0,84,44.29,64.46,35.05,0.05
Equal,A Optimal,Continuous,5,beta_i_beta_j,0,84,44.29,64.46,35.05,0.05
Equal,A Optimal,Continuous,5,beta_i^2,0,84,44.29,64.46,35.05,0.05
Equal,A Optimal,Continuous,5,beta_0,0.5,84,44.29,64.46,35.05,0.419
Equal,A Optimal,Continuous,5,beta_i,0.5,84,44.29,64.46,35.05,0.956
Equal,A Optimal,Continuous,5,beta_i_beta_j,0.5,84,44.29,64.46,35.05,0.88
Equal,A Optimal,Continuous,5,beta_i^2,0.5,84,44.29,64.46,35.05,0.522
Equal,A Optimal,Continuous,5,beta_0,1,84,44.29,64.46,35.05,0.939
Equal,A Optimal,Continuous,5,beta_i,1,84,44.29,64.46,35.05,1
Equal,A Optimal,Continuous,5,beta_i_beta_j,1,84,44.29,64.46,35.05,1
Equal,A Optimal,Continuous,5,beta_i^2,1,84,44.29,64.46,35.05,0.981
Equal,A Optimal,Continuous,5,beta_0,1.5,84,44.29,64.46,35.05,1
Equal,A Optimal,Continuous,5,beta_i,1.5,84,44.29,64.46,35.05,1
Equal,A Optimal,Continuous,5,beta_i_beta_j,1.5,84,44.29,64.46,35.05,1
Equal,A Optimal,Continuous,5,beta_i^2,1.5,84,44.29,64.46,35.05,1
Equal,A Optimal,Continuous,5,beta_0,2,84,44.29,64.46,35.05,1
Equal,A Optimal,Continuous,5,beta_i,2,84,44.29,64.46,35.05,1
Equal,A Optimal,Continuous,5,beta_i_beta_j,2,84,44.29,64.46,35.05,1
Equal,A Optimal,Continuous,5,beta_i^2,2,84,44.29,64.46,35.05,1
Equal,Alias Optimal,Continuous,2,beta_0,0,20,47.17,85.67,27.64,0.05
Equal,Alias Optimal,Continuous,2,beta_i,0,20,47.17,85.67,27.64,0.05
Equal,Alias Optimal,Continuous,2,beta_i_beta_j,0,20,47.17,85.67,27.64,0.05
Equal,Alias Optimal,Continuous,2,beta_i^2,0,20,47.17,85.67,27.64,0.05
Equal,Alias Optimal,Continuous,2,beta_0,0.5,20,47.17,85.67,27.64,0.136
Equal,Alias Optimal,Continuous,2,beta_i,0.5,20,47.17,85.67,27.64,0.432
Equal,Alias Optimal,Continuous,2,beta_i_beta_j,0.5,20,47.17,85.67,27.64,0.365
Equal,Alias Optimal,Continuous,2,beta_i^2,0.5,20,47.17,85.67,27.64,0.142
Equal,Alias Optimal,Continuous,2,beta_0,1,20,47.17,85.67,27.64,0.395
Equal,Alias Optimal,Continuous,2,beta_i,1,20,47.17,85.67,27.64,0.946
Equal,Alias Optimal,Continuous,2,beta_i_beta_j,1,20,47.17,85.67,27.64,0.896
Equal,Alias Optimal,Continuous,2,beta_i^2,1,20,47.17,85.67,27.64,0.419
Equal,Alias Optimal,Continuous,2,beta_0,1.5,20,47.17,85.67,27.64,0.718
Equal,Alias Optimal,Continuous,2,beta_i,1.5,20,47.17,85.67,27.64,1
Equal,Alias Optimal,Continuous,2,beta_i_beta_j,1.5,20,47.17,85.67,27.64,0.998
Equal,Alias Optimal,Continuous,2,beta_i^2,1.5,20,47.17,85.67,27.64,0.748
Equal,Alias Optimal,Continuous,2,beta_0,2,20,47.17,85.67,27.64,0.922
Equal,Alias Optimal,Continuous,2,beta_i,2,20,47.17,85.67,27.64,1
Equal,Alias Optimal,Continuous,2,beta_i_beta_j,2,20,47.17,85.67,27.64,1
Equal,Alias Optimal,Continuous,2,beta_i^2,2,20,47.17,85.67,27.64,0.938
Equal,Alias Optimal,Continuous,3,beta_0,0,32,47.11,91,26.35,0.05
Equal,Alias Optimal,Continuous,3,beta_i,0,32,47.11,91,26.35,0.05
Equal,Alias Optimal,Continuous,3,beta_i_beta_j,0,32,47.11,91,26.35,0.05
Equal,Alias Optimal,Continuous,3,beta_i^2,0,32,47.11,91,26.35,0.05
Equal,Alias Optimal,Continuous,3,beta_0,0.5,32,47.11,91,26.35,0.134
