SampleSizeSetting,Design ,Factor type,Factor number,Coefficient,Coefficient Level,Runs,D Efficiency,G Efficiency,A Efficiency,Power
Recommended,CCD-O,Continuous,2,beta_i,0.25,10,47.63,78.31,35.24,0.078
Recommended,CCD-O,Continuous,2,beta_i_beta_j,0.25,10,47.63,78.31,35.24,0.068
Recommended,CCD-O,Continuous,2,beta_i^2,0.25,10,47.63,78.31,35.24,0.062
Recommended,CCD-O,Continuous,2,beta_0,0.75,10,47.63,78.31,35.24,0.153
Recommended,CCD-O,Continuous,2,beta_i,0.75,10,47.63,78.31,35.24,0.306
Recommended,CCD-O,Continuous,2,beta_i_beta_j,0.75,10,47.63,78.31,35.24,0.213
Recommended,CCD-O,Continuous,2,beta_i^2,0.75,10,47.63,78.31,35.24,0.16
Equal,D Optimal,Continuous,2,beta_0,0.25,20,47.18,85.83,27.65,0.071
Equal,D Optimal,Continuous,2,beta_i,0.25,20,47.18,85.83,27.65,0.146
Equal,D Optimal,Continuous,2,beta_i_beta_j,0.25,20,47.18,85.83,27.65,0.127
Equal,D Optimal,Continuous,2,beta_i^2,0.25,20,47.18,85.83,27.65,0.072
Equal,D Optimal,Continuous,2,beta_0,0.75,20,47.18,85.83,27.65,0.246
Equal,D Optimal,Continuous,2,beta_i,0.75,20,47.18,85.83,27.65,0.764
Equal,D Optimal,Continuous,2,beta_i_beta_j,0.75,20,47.18,85.83,27.65,0.26
Equal,D Optimal,Continuous,2,beta_i^2,0.75,20,47.18,85.83,27.65,0.676
Equal,I Optimal,Continuous,2,beta_0,0.25,20,43.79,71.78,32.99,0.091
Equal,I Optimal,Continuous,2,beta_i,0.25,20,43.79,71.78,32.99,0.12
Equal,I Optimal,Continuous,2,beta_i_beta_j,0.25,20,43.79,71.78,32.99,0.101
Equal,I Optimal,Continuous,2,beta_i^2,0.25,20,43.79,71.78,32.99,0.078
Equal,I Optimal,Continuous,2,beta_0,0.75,20,43.79,71.78,32.99,0.423
Equal,I Optimal,Continuous,2,beta_i,0.75,20,43.79,71.78,32.99,0.632
Equal,I Optimal,Continuous,2,beta_i_beta_j,0.75,20,43.79,71.78,32.99,0.506
Equal,I Optimal,Continuous,2,beta_i^2,0.75,20,43.79,71.78,32.99,0.316
Equal,A Optimal,Continuous,2,beta_0,0.25,20,44.78,75.22,33.37,0.086
Equal,A Optimal,Continuous,2,beta_i,0.25,20,44.78,75.22,33.37,0.127
Equal,A Optimal,Continuous,2,beta_i_beta_j,0.25,20,44.78,75.22,33.37,0.101
Equal,A Optimal,Continuous,2,beta_i^2,0.25,20,44.78,75.22,33.37,0.08
Equal,A Optimal,Continuous,2,beta_0,0.75,20,44.78,75.22,33.37,0.371
Equal,A Optimal,Continuous,2,beta_i,0.75,20,44.78,75.22,33.37,0.676
Equal,A Optimal,Continuous,2,beta_i_beta_j,0.75,20,44.78,75.22,33.37,0.506
Equal,A Optimal,Continuous,2,beta_i^2,0.75,20,44.78,75.22,33.37,0.327
Equal,Alias Optimal,Continuous,2,beta_0,0.25,20,47.17,85.67,27.64,0.071
Equal,Alias Optimal,Continuous,2,beta_i,0.25,20,47.17,85.67,27.64,0.146
Equal,Alias Optimal,Continuous,2,beta_i_beta_j,0.25,20,47.17,85.67,27.64,0.127
Equal,Alias Optimal,Continuous,2,beta_i^2,0.25,20,47.17,85.67,27.64,0.072
Equal,Alias Optimal,Continuous,2,beta_0,0.75,20,47.17,85.67,27.64,0.246
Equal,Alias Optimal,Continuous,2,beta_i,0.75,20,47.17,85.67,27.64,0.764
Equal,Alias Optimal,Continuous,2,beta_i_beta_j,0.75,20,47.17,85.67,27.64,0.676
Equal,Alias Optimal,Continuous,2,beta_i^2,0.75,20,47.17,85.67,27.64,0.26
Equal,CCD-R,Continuous,2,beta_0,0.25,20,63.5,96,41.73,0.075
Equal,CCD-R,Continuous,2,beta_i,0.25,20,63.5,96,41.73,0.154
Equal,CCD-R,Continuous,2,beta_i_beta_j,0.25,20,63.5,96,41.73,0.101
Equal,CCD-R,Continuous,2,beta_i^2,0.25,20,63.5,96,41.73,0.109
Equal,CCD-R,Continuous,2,beta_0,0.75,20,63.5,96,41.73,0.287
Equal,CCD-R,Continuous,2,beta_i,0.75,20,63.5,96,41.73,0.797
Equal,CCD-R,Continuous,2,beta_i_beta_j,0.75,20,63.5,96,41.73,0.506
Equal,CCD-R,Continuous,2,beta_i^2,0.75,20,63.5,96,41.73,0.56
Equal,CCD-O,Continuous,2,beta_0,0.25,20,47.63,78.31,35.24,0.082
Equal,CCD-O,Continuous,2,beta_i,0.25,20,47.63,78.31,35.24,0.132
Equal,CCD-O,Continuous,2,beta_i_beta_j,0.25,20,47.63,78.31,35.24,0.101
Equal,CCD-O,Continuous,2,beta_i^2,0.25,20,47.63,78.31,35.24,0.084
Equal,CCD-O,Continuous,2,beta_0,0.75,20,47.63,78.31,35.24,0.349
Equal,CCD-O,Continuous,2,beta_i,0.75,20,47.63,78.31,35.24,0.699
Equal,CCD-O,Continuous,2,beta_i_beta_j,0.75,20,47.63,78.31,35.24,0.506
Equal,CCD-O,Continuous,2,beta_i^2,0.75,20,47.63,78.31,35.24,0.369
Recommended,D Optimal,Continuous,3,beta_0,0.25,16,45.85,73.33,26.36,0.058
Recommended,D Optimal,Continuous,3,beta_i,0.25,16,45.85,73.33,26.36,0.112
Recommended,D Optimal,Continuous,3,beta_i_beta_j,0.25,16,45.85,73.33,26.36,0.101
Recommended,D Optimal,Continuous,3,beta_i^2,0.25,16,45.85,73.33,26.36,0.062
Recommended,D Optimal,Continuous,3,beta_0,0.75,16,45.85,73.33,26.36,0.124
Recommended,D Optimal,Continuous,3,beta_i,0.75,16,45.85,73.33,26.36,0.562
Recommended,D Optimal,Continuous,3,beta_i_beta_j,0.75,16,45.85,73.33,26.36,0.499
Recommended,D Optimal,Continuous,3,beta_i^2,0.75,16,45.85,73.33,26.36,0.19
Recommended,I Optimal,Continuous,3,beta_0,0.25,16,42.99,78.55,30.68,0.073
Recommended,I Optimal,Continuous,3,beta_i,0.25,16,42.99,78.55,30.68,0.103
Recommended,I Optimal,Continuous,3,beta_i_beta_j,0.25,16,42.99,78.55,30.68,0.092
Recommended,I Optimal,Continuous,3,beta_i^2,0.25,16,42.99,78.55,30.68,0.064
Recommended,I Optimal,Continuous,3,beta_0,0.75,16,42.99,78.55,30.68,0.267
Recommended,I Optimal,Continuous,3,beta_i,0.75,16,42.99,78.55,30.68,0.512
Recommended,I Optimal,Continuous,3,beta_i_beta_j,0.75,16,42.99,78.55,30.68,0.43
Recommended,I Optimal,Continuous,3,beta_i^2,0.75,16,42.99,78.55,30.68,0.178
Recommended,A Optimal,Continuous,3,beta_0,0.25,16,44.51,79.36,31.64,0.066
Recommended,A Optimal,Continuous,3,beta_i,0.25,16,44.51,79.36,31.64,0.107
Recommended,A Optimal,Continuous,3,beta_i_beta_j,0.25,16,44.51,79.36,31.64,0.092
Recommended,A Optimal,Continuous,3,beta_i^2,0.25,16,44.51,79.36,31.64,0.066
Recommended,A Optimal,Continuous,3,beta_0,0.75,16,44.51,79.36,31.64,0.198
Recommended,A Optimal,Continuous,3,beta_i,0.75,16,44.51,79.36,31.64,0.537
Recommended,A Optimal,Continuous,3,beta_i_beta_j,0.75,16,44.51,79.36,31.64,0.43
Recommended,A Optimal,Continuous,3,beta_i^2,0.75,16,44.51,79.36,31.64,0.198
Recommended,Alias Optimal,Continuous,3,beta_0,0.25,16,45.81,72.66,25.19,0.058
Recommended,Alias Optimal,Continuous,3,beta_i,0.25,16,45.81,72.66,25.19,0.115
Recommended,Alias Optimal,Continuous,3,beta_i_beta_j,0.25,16,45.81,72.66,25.19,0.099
Recommended,Alias Optimal,Continuous,3,beta_i^2,0.25,16,45.81,72.66,25.19,0.062
Recommended,Alias Optimal,Continuous,3,beta_0,0.75,16,45.81,72.66,25.19,0.122
Recommended,Alias Optimal,Continuous,3,beta_i,0.75,16,45.81,72.66,25.19,0.592
Recommended,Alias Optimal,Continuous,3,beta_i_beta_j,0.75,16,45.81,72.66,25.19,0.481
Recommended,Alias Optimal,Continuous,3,beta_i^2,0.75,16,45.81,72.66,25.19,0.157
Recommended,CCD-R,Continuous,3,beta_0,0.25,16,68.99,93.29,44.15,0.06
Recommended,CCD-R,Continuous,3,beta_i,0.25,16,68.99,93.29,44.15,0.123
Recommended,CCD-R,Continuous,3,beta_i_beta_j,0.25,16,68.99,93.29,44.15,0.092
Recommended,CCD-R,Continuous,3,beta_i^2,0.25,16,68.99,93.29,44.15,0.099
Recommended,CCD-R,Continuous,3,beta_0,0.75,16,68.99,93.29,44.15,0.147
Recommended,CCD-R,Continuous,3,beta_i,0.75,16,68.99,93.29,44.15,0.64
Recommended,CCD-R,Continuous,3,beta_i_beta_j,0.75,16,68.99,93.29,44.15,0.43
Recommended,CCD-R,Continuous,3,beta_i^2,0.75,16,68.99,93.29,44.15,0.483
Recommended,CCD-O,Continuous,3,beta_0,0.25,16,53.11,83.38,41.06,0.066
Recommended,CCD-O,Continuous,3,beta_i,0.25,16,53.11,83.38,41.06,0.11
Recommended,CCD-O,Continuous,3,beta_i_beta_j,0.25,16,53.11,83.38,41.06,0.092
Recommended,CCD-O,Continuous,3,beta_i^2,0.25,16,53.11,83.38,41.06,0.079
Recommended,CCD-O,Continuous,3,beta_0,0.75,16,53.11,83.38,41.06,0.195
Recommended,CCD-O,Continuous,3,beta_i,0.75,16,53.11,83.38,41.06,0.561
Recommended,CCD-O,Continuous,3,beta_i_beta_j,0.75,16,53.11,83.38,41.06,0.43
Recommended,CCD-O,Continuous,3,beta_i^2,0.75,16,53.11,83.38,41.06,0.317
Recommended,BBD,Continuous,3,beta_0,0.25,15,36.64,47.76,29.35,0.065
Recommended,BBD,Continuous,3,beta_i,0.25,15,36.64,47.76,29.35,0.09
Recommended,BBD,Continuous,3,beta_i_beta_j,0.25,15,36.64,47.76,29.35,0.07
Recommended,BBD,Continuous,3,beta_i^2,0.25,15,36.64,47.76,29.35,0.068
Recommended,BBD,Continuous,3,beta_0,0.75,15,36.64,47.76,29.35,0.186
Recommended,BBD,Continuous,3,beta_i,0.75,15,36.64,47.76,29.35,0.405
Recommended,BBD,Continuous,3,beta_i_beta_j,0.75,15,36.64,47.76,29.35,0.232
Recommended,BBD,Continuous,3,beta_i^2,0.75,15,36.64,47.76,29.35,0.218
Equal,D Optimal,Continuous,3,beta_0,0.25,32,47.22,95.01,27.08,0.071
Equal,D Optimal,Continuous,3,beta_i,0.25,32,47.22,95.01,27.08,0.221
Equal,D Optimal,Continuous,3,beta_i_beta_j,0.25,32,47.22,95.01,27.08,0.086
Equal,D Optimal,Continuous,3,beta_i^2,0.25,32,47.22,95.01,27.08,0.188
Equal,D Optimal,Continuous,3,beta_0,0.75,32,47.22,95.01,27.08,0.244
Equal,D Optimal,Continuous,3,beta_i,0.75,32,47.22,95.01,27.08,0.946
Equal,D Optimal,Continuous,3,beta_i_beta_j,0.75,32,47.22,95.01,27.08,0.382
Equal,D Optimal,Continuous,3,beta_i^2,0.75,32,47.22,95.01,27.08,0.893
Equal,I Optimal,Continuous,3,beta_0,0.25,32,40.54,62.83,32.93,0.11
Equal,I Optimal,Continuous,3,beta_i,0.25,32,40.54,62.83,32.93,0.174
Equal,I Optimal,Continuous,3,beta_i_beta_j,0.25,32,40.54,62.83,32.93,0.132
Equal,I Optimal,Continuous,3,beta_i^2,0.25,32,40.54,62.83,32.93,0.098
Equal,I Optimal,Continuous,3,beta_0,0.75,32,40.54,62.83,32.93,0.569
Equal,I Optimal,Continuous,3,beta_i,0.75,32,40.54,62.83,32.93,0.86
Equal,I Optimal,Continuous,3,beta_i_beta_j,0.75,32,40.54,62.83,32.93,0.7
Equal,I Optimal,Continuous,3,beta_i^2,0.75,32,40.54,62.83,32.93,0.483
Equal,A Optimal,Continuous,3,beta_0,0.25,32,41.74,62.9,33,0.103
Equal,A Optimal,Continuous,3,beta_i,0.25,32,41.74,62.9,33,0.179
Equal,A Optimal,Continuous,3,beta_i_beta_j,0.25,32,41.74,62.9,33,0.098
Equal,A Optimal,Continuous,3,beta_i^2,0.25,32,41.74,62.9,33,0.137
Equal,A Optimal,Continuous,3,beta_0,0.75,32,41.74,62.9,33,0.523
Equal,A Optimal,Continuous,3,beta_i,0.75,32,41.74,62.9,33,0.873
Equal,A Optimal,Continuous,3,beta_i_beta_j,0.75,32,41.74,62.9,33,0.725
Equal,A Optimal,Continuous,3,beta_i^2,0.75,32,41.74,62.9,33,0.479
Equal,Alias Optimal,Continuous,3,beta_0,0.25,32,47.07,85.15,27.01,0.071
Equal,Alias Optimal,Continuous,3,beta_i,0.25,32,47.07,85.15,27.01,0.221
Equal,Alias Optimal,Continuous,3,beta_i_beta_j,0.25,32,47.07,85.15,27.01,0.188
Equal,Alias Optimal,Continuous,3,beta_i^2,0.25,32,47.07,85.15,27.01,0.086
Equal,Alias Optimal,Continuous,3,beta_0,0.75,32,47.07,85.15,27.01,0.246
Equal,Alias Optimal,Continuous,3,beta_i,0.75,32,47.07,85.15,27.01,0.946
Equal,Alias Optimal,Continuous,3,beta_i_beta_j,0.75,32,47.07,85.15,27.01,0.893
Equal,Alias Optimal,Continuous,3,beta_i^2,0.75,32,47.07,85.15,27.01,0.38
Equal,CCD-R,Continuous,3,beta_0,0.25,32,68.99,93.28,44.15,0.077
Equal,CCD-R,Continuous,3,beta_i,0.25,32,68.99,93.28,44.15,0.24
Equal,CCD-R,Continuous,3,beta_i_beta_j,0.25,32,68.99,93.28,44.15,0.16
Equal,CCD-R,Continuous,3,beta_i^2,0.25,32,68.99,93.28,44.15,0.177
Equal,CCD-R,Continuous,3,beta_0,0.75,32,68.99,93.28,44.15,0.302
Equal,CCD-R,Continuous,3,beta_i,0.75,32,68.99,93.28,44.15,0.963
Equal,CCD-R,Continuous,3,beta_i_beta_j,0.75,32,68.99,93.28,44.15,0.818
Equal,CCD-R,Continuous,3,beta_i^2,0.75,32,68.99,93.28,44.15,0.87
Equal,CCD-O,Continuous,3,beta_0,0.25,32,53.11,83.38,41.05,0.09
Equal,CCD-O,Continuous,3,beta_i,0.25,32,53.11,83.38,41.05,0.206
Equal,CCD-O,Continuous,3,beta_i_beta_j,0.25,32,53.11,83.38,41.05,0.125
Equal,CCD-O,Continuous,3,beta_i^2,0.25,32,53.11,83.38,41.05,0.16
Equal,CCD-O,Continuous,3,beta_0,0.75,32,53.11,83.38,41.05,0.417
Equal,CCD-O,Continuous,3,beta_i,0.75,32,53.11,83.38,41.05,0.926
Equal,CCD-O,Continuous,3,beta_i_beta_j,0.75,32,53.11,83.38,41.05,0.818
Equal,CCD-O,Continuous,3,beta_i^2,0.75,32,53.11,83.38,41.05,0.661
Equal,BBD,Continuous,3,beta_0,0.25,32,35.35,45.45,29.41,0.104
Equal,BBD,Continuous,3,beta_i,0.25,32,35.35,45.45,29.41,0.16
Equal,BBD,Continuous,3,beta_i_beta_j,0.25,32,35.35,45.45,29.41,0.104
Equal,BBD,Continuous,3,beta_i^2,0.25,32,35.35,45.45,29.41,0.104
Equal,BBD,Continuous,3,beta_0,0.75,32,35.35,45.45,29.41,0.527
Equal,BBD,Continuous,3,beta_i,0.75,32,35.35,45.45,29.41,0.818
Equal,BBD,Continuous,3,beta_i_beta_j,0.75,32,35.35,45.45,29.41,0.527
Equal,BBD,Continuous,3,beta_i^2,0.75,32,35.35,45.45,29.41,0.527
Recommended,D Optimal,Continuous,4,beta_0,0.25,21,46.83,68.13,24.68,0.057
Recommended,D Optimal,Continuous,4,beta_i,0.25,21,46.83,68.13,24.68,0.133
Recommended,D Optimal,Continuous,4,beta_i_beta_j,0.25,21,46.83,68.13,24.68,0.123
Recommended,D Optimal,Continuous,4,beta_i^2,0.25,21,46.83,68.13,24.68,0.065
Recommended,D Optimal,Continuous,4,beta_0,0.75,21,46.83,68.13,24.68,0.111
Recommended,D Optimal,Continuous,4,beta_i,0.75,21,46.83,68.13,24.68,0.694
Recommended,D Optimal,Continuous,4,beta_i_beta_j,0.75,21,46.83,68.13,24.68,0.642
Recommended,D Optimal,Continuous,4,beta_i^2,0.75,21,46.83,68.13,24.68,0.19
Recommended,I Optimal,Continuous,4,beta_0,0.25,21,41.03,56.64,29.43,0.073
Recommended,I Optimal,Continuous,4,beta_i,0.25,21,41.03,56.64,29.43,0.117
Recommended,I Optimal,Continuous,4,beta_i_beta_j,0.25,21,41.03,56.64,29.43,0.108
Recommended,I Optimal,Continuous,4,beta_i^2,0.25,21,41.03,56.64,29.43,0.065
Recommended,I Optimal,Continuous,4,beta_0,0.75,21,41.03,56.64,29.43,0.262
Recommended,I Optimal,Continuous,4,beta_i,0.75,21,41.03,56.64,29.43,0.608
Recommended,I Optimal,Continuous,4,beta_i_beta_j,0.75,21,41.03,56.64,29.43,0.544
Recommended,I Optimal,Continuous,4,beta_i^2,0.75,21,41.03,56.64,29.43,0.191
Recommended,A Optimal,Continuous,4,beta_0,0.25,21,42.44,37.62,30.83,0.068
Recommended,A Optimal,Continuous,4,beta_i,0.25,21,42.44,37.62,30.83,0.112
Recommended,A Optimal,Continuous,4,beta_i_beta_j,0.25,21,42.44,37.62,30.83,0.096
Recommended,A Optimal,Continuous,4,beta_i^2,0.25,21,42.44,37.62,30.83,0.07
Recommended,A Optimal,Continuous,4,beta_0,0.75,21,42.44,37.62,30.83,0.217
Recommended,A Optimal,Continuous,4,beta_i,0.75,21,42.44,37.62,30.83,0.574
Recommended,A Optimal,Continuous,4,beta_i_beta_j,0.75,21,42.44,37.62,30.83,0.459
Recommended,A Optimal,Continuous,4,beta_i^2,0.75,21,42.44,37.62,30.83,0.238
Recommended,Alias Optimal,Continuous,4,beta_0,0.25,21,46.19,44.12,25.1,0.057
Recommended,Alias Optimal,Continuous,4,beta_i,0.25,21,46.19,44.12,25.1,0.125
Recommended,Alias Optimal,Continuous,4,beta_i_beta_j,0.25,21,46.19,44.12,25.1,0.114
Recommended,Alias Optimal,Continuous,4,beta_i^2,0.25,21,46.19,44.12,25.1,0.069
Recommended,Alias Optimal,Continuous,4,beta_0,0.75,21,46.19,44.12,25.1,0.118
Recommended,Alias Optimal,Continuous,4,beta_i,0.75,21,46.19,44.12,25.1,0.652
Recommended,Alias Optimal,Continuous,4,beta_i_beta_j,0.75,21,46.19,44.12,25.1,0.588
Recommended,Alias Optimal,Continuous,4,beta_i^2,0.75,21,46.19,44.12,25.1,0.224
Recommended,CCD-R,Continuous,4,beta_0,0.25,26,77.26,98.9,45.39,0.062
Recommended,CCD-R,Continuous,4,beta_i,0.25,26,77.26,98.9,45.39,0.201
Recommended,CCD-R,Continuous,4,beta_i_beta_j,0.25,26,77.26,98.9,45.39,0.15
Recommended,CCD-R,Continuous,4,beta_i^2,0.25,26,77.26,98.9,45.39,0.159
Recommended,CCD-R,Continuous,4,beta_0,0.75,26,77.26,98.9,45.39,0.163
Recommended,CCD-R,Continuous,4,beta_i,0.75,26,77.26,98.9,45.39,0.916
Recommended,CCD-R,Continuous,4,beta_i_beta_j,0.75,26,77.26,98.9,45.39,0.78
Recommended,CCD-R,Continuous,4,beta_i^2,0.75,26,77.26,98.9,45.39,0.814
Recommended,CCD-O,Continuous,4,beta_0,0.25,26,59.28,91.74,45.13,0.071
Recommended,CCD-O,Continuous,4,beta_i,0.25,26,59.28,91.74,45.13,0.178
Recommended,CCD-O,Continuous,4,beta_i_beta_j,0.25,26,59.28,91.74,45.13,0.11
Recommended,CCD-O,Continuous,4,beta_i^2,0.25,26,59.28,91.74,45.13,0.15
Recommended,CCD-O,Continuous,4,beta_0,0.75,26,59.28,91.74,45.13,0.244
Recommended,CCD-O,Continuous,4,beta_i,0.75,26,59.28,91.74,45.13,0.869
Recommended,CCD-O,Continuous,4,beta_i_beta_j,0.75,26,59.28,91.74,45.13,0.78
Recommended,CCD-O,Continuous,4,beta_i^2,0.75,26,59.28,91.74,45.13,0.566
Recommended,BBD,Continuous,4,beta_0,0.25,27,25.21,23.81,19.05,0.068
Recommended,BBD,Continuous,4,beta_i,0.25,27,25.21,23.81,19.05,0.126
Recommended,BBD,Continuous,4,beta_i_beta_j,0.25,27,25.21,23.81,19.05,0.075
Recommended,BBD,Continuous,4,beta_i^2,0.25,27,25.21,23.81,19.05,0.083
Recommended,BBD,Continuous,4,beta_0,0.75,27,25.21,23.81,19.05,0.223
Recommended,BBD,Continuous,4,beta_i,0.75,27,25.21,23.81,19.05,0.665
Recommended,BBD,Continuous,4,beta_i_beta_j,0.75,27,25.21,23.81,19.05,0.357
Recommended,BBD,Continuous,4,beta_i^2,0.75,27,25.21,23.81,19.05,0.282
Equal,D Optimal,Continuous,4,beta_0,0.25,56,48.65,89.3,26.9,0.078
Equal,D Optimal,Continuous,4,beta_i,0.25,56,48.65,89.3,26.9,0.378
Equal,D Optimal,Continuous,4,beta_i_beta_j,0.25,56,48.65,89.3,26.9,0.33
Equal,D Optimal,Continuous,4,beta_i^2,0.25,56,48.65,89.3,26.9,0.105
Equal,D Optimal,Continuous,4,beta_0,0.75,56,48.65,89.3,26.9,0.313
Equal,D Optimal,Continuous,4,beta_i,0.75,56,48.65,89.3,26.9,0.999
Equal,D Optimal,Continuous,4,beta_i_beta_j,0.75,56,48.65,89.3,26.9,0.995
Equal,D Optimal,Continuous,4,beta_i^2,0.75,56,48.65,89.3,26.9,0.533
Equal,I Optimal,Continuous,4,beta_0,0.25,56,41.64,62.96,33.76,0.138
Equal,I Optimal,Continuous,4,beta_i,0.25,56,41.64,62.96,33.76,0.296
Equal,I Optimal,Continuous,4,beta_i_beta_j,0.25,56,41.64,62.96,33.76,0.222
Equal,I Optimal,Continuous,4,beta_i^2,0.25,56,41.64,62.96,33.76,0.132
Equal,I Optimal,Continuous,4,beta_0,0.75,56,41.64,62.96,33.76,0.731
Equal,I Optimal,Continuous,4,beta_i,0.75,56,41.64,62.96,33.76,0.989
Equal,I Optimal,Continuous,4,beta_i_beta_j,0.75,56,41.64,62.96,33.76,0.947
Equal,I Optimal,Continuous,4,beta_i^2,0.75,56,41.64,62.96,33.76,0.704
Equal,A Optimal,Continuous,4,beta_0,0.25,56,42.28,64.67,33.99,0.122
Equal,A Optimal,Continuous,4,beta_i,0.25,56,42.28,64.67,33.99,0.393
Equal,A Optimal,Continuous,4,beta_i_beta_j,0.25,56,42.28,64.67,33.99,0.223
Equal,A Optimal,Continuous,4,beta_i^2,0.25,56,42.28,64.67,33.99,0.137
Equal,A Optimal,Continuous,4,beta_0,0.75,56,42.28,64.67,33.99,0.646
Equal,A Optimal,Continuous,4,beta_i,0.75,56,42.28,64.67,33.99,0.991
Equal,A Optimal,Continuous,4,beta_i_beta_j,0.75,56,42.28,64.67,33.99,0.948
Equal,A Optimal,Continuous,4,beta_i^2,0.75,56,42.28,64.67,33.99,0.729
Equal,Alias Optimal,Continuous,4,beta_0,0.25,56,48.56,86.52,26.47,0.078
Equal,Alias Optimal,Continuous,4,beta_i,0.25,56,48.56,86.52,26.47,0.378
Equal,Alias Optimal,Continuous,4,beta_i_beta_j,0.25,56,48.56,86.52,26.47,0.329
Equal,Alias Optimal,Continuous,4,beta_i^2,0.25,56,48.56,86.52,26.47,0.104
Equal,Alias Optimal,Continuous,4,beta_0,0.75,56,48.56,86.52,26.47,0.313
Equal,Alias Optimal,Continuous,4,beta_i,0.75,56,48.56,86.52,26.47,0.999
Equal,Alias Optimal,Continuous,4,beta_i_beta_j,0.75,56,48.56,86.52,26.47,0.995
Equal,Alias Optimal,Continuous,4,beta_i^2,0.75,56,48.56,86.52,26.47,0.529
Equal,CCD-R,Continuous,4,beta_0,0.25,56,75.14,91.83,55.9,0.106
Equal,CCD-R,Continuous,4,beta_i,0.25,56,75.14,91.83,55.9,0.394
Equal,CCD-R,Continuous,4,beta_i_beta_j,0.25,56,75.14,91.83,55.9,0.282
Equal,CCD-R,Continuous,4,beta_i^2,0.25,56,75.14,91.83,55.9,0.394
Equal,CCD-R,Continuous,4,beta_0,0.75,56,75.14,91.83,55.9,0.544
Equal,CCD-R,Continuous,4,beta_i,0.75,56,75.14,91.83,55.9,0.999
Equal,CCD-R,Continuous,4,beta_i_beta_j,0.75,56,75.14,91.83,55.9,0.985
Equal,CCD-R,Continuous,4,beta_i^2,0.75,56,75.14,91.83,55.9,0.999
Equal,CCD-O,Continuous,4,beta_0,0.25,56,60.89,86.74,50.03,0.118
Equal,CCD-O,Continuous,4,beta_i,0.25,56,60.89,86.74,50.03,0.355
Equal,CCD-O,Continuous,4,beta_i_beta_j,0.25,56,60.89,86.74,50.03,0.282
Equal,CCD-O,Continuous,4,beta_i^2,0.25,56,60.89,86.74,50.03,0.243
Equal,CCD-O,Continuous,4,beta_0,0.75,56,60.89,86.74,50.03,0.624
Equal,CCD-O,Continuous,4,beta_i,0.75,56,60.89,86.74,50.03,0.997
Equal,CCD-O,Continuous,4,beta_i_beta_j,0.75,56,60.89,86.74,50.03,0.985
Equal,CCD-O,Continuous,4,beta_i^2,0.75,56,60.89,86.74,50.03,0.966
Equal,BBD,Continuous,4,beta_0,0.25,56,24.79,23.81,19.48,0.106
Equal,BBD,Continuous,4,beta_i,0.25,56,24.79,23.81,19.48,0.223
Equal,BBD,Continuous,4,beta_i_beta_j,0.25,56,24.79,23.81,19.48,0.106
Equal,BBD,Continuous,4,beta_i^2,0.25,56,24.79,23.81,19.48,0.135
Equal,BBD,Continuous,4,beta_0,0.75,56,24.79,23.81,19.48,0.544
Equal,BBD,Continuous,4,beta_i,0.75,56,24.79,23.81,19.48,0.948
Equal,BBD,Continuous,4,beta_i_beta_j,0.75,56,24.79,23.81,19.48,0.544
Equal,BBD,Continuous,4,beta_i^2,0.75,56,24.79,23.81,19.48,0.718
Recommended,D Optimal,Continuous,5,beta_0,0.25,27,48.35,64.61,23.48,0.056
Recommended,D Optimal,Continuous,5,beta_i,0.25,27,48.35,64.61,23.48,0.155
Recommended,D Optimal,Continuous,5,beta_i_beta_j,0.25,27,48.35,64.61,23.48,0.146
Recommended,D Optimal,Continuous,5,beta_i^2,0.25,27,48.35,64.61,23.48,0.069
Recommended,D Optimal,Continuous,5,beta_0,0.75,27,48.35,64.61,23.48,0.106
Recommended,D Optimal,Continuous,5,beta_i,0.75,27,48.35,64.61,23.48,0.789
Recommended,D Optimal,Continuous,5,beta_i_beta_j,0.75,27,48.35,64.61,23.48,0.753
Recommended,D Optimal,Continuous,5,beta_i^2,0.75,27,48.35,64.61,23.48,0.228
Recommended,I Optimal,Continuous,5,beta_0,0.25,27,45.31,74.24,29.73,0.071
Recommended,I Optimal,Continuous,5,beta_i,0.25,27,45.31,74.24,29.73,0.147
Recommended,I Optimal,Continuous,5,beta_i_beta_j,0.25,27,45.31,74.24,29.73,0.125
Recommended,I Optimal,Continuous,5,beta_i^2,0.25,27,45.31,74.24,29.73,0.07
Recommended,I Optimal,Continuous,5,beta_0,0.75,27,45.31,74.24,29.73,0.248
Recommended,I Optimal,Continuous,5,beta_i,0.75,27,45.31,74.24,29.73,0.758
Recommended,I Optimal,Continuous,5,beta_i_beta_j,0.75,27,45.31,74.24,29.73,0.233
Recommended,I Optimal,Continuous,5,beta_i^2,0.75,27,45.31,74.24,29.73,0.652
Recommended,A Optimal,Continuous,5,beta_0,0.25,27,43.09,56.38,31.08,0.066
Recommended,A Optimal,Continuous,5,beta_i,0.25,27,43.09,56.38,31.08,0.134
Recommended,A Optimal,Continuous,5,beta_i_beta_j,0.25,27,43.09,56.38,31.08,0.111
Recommended,A Optimal,Continuous,5,beta_i^2,0.25,27,43.09,56.38,31.08,0.075
Recommended,A Optimal,Continuous,5,beta_0,0.75,27,43.09,56.38,31.08,0.196
Recommended,A Optimal,Continuous,5,beta_i,0.75,27,43.09,56.38,31.08,0.698
